Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
HYDRES12DEL01,37.0,5.0,17.429585,78.392621,17.439585,78.402621,15-03-2022,09:50,10:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,29
MUMRES18DEL01,28.0,4.9,19.1093,72.825451,19.1193,72.835451,15-03-2022,11:55,12:10,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,14
RANCHIRES02DEL03,30.0,4.4,0.0,0.0,0.03,0.03,03-04-2022,23:50,1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
SURRES12DEL03,33.0,3.7,21.183434,72.814492,21.273434,72.904492,02-03-2022,17:15,17:20,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,37
INDORES16DEL01,23.0,4.6,22.744648,75.894377,22.784648,75.934377,05-03-2022,13:15,13:25,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,23
SURRES05DEL01,22.0,4.8,21.175104,72.804342,21.285104,72.914342,06-04-2022,0.916666667,22:05,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21
BANGRES05DEL02,22.0,5.0,12.970324,77.645748,12.990324,77.665748,30-03-2022,08:15,08:30,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22
AGRRES07DEL03,34.0,3.7,27.160934,78.044095,27.250934,78.134095,12-02-2022,21:20,21:30,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41
COIMBRES09DEL01,39.0,5.0,11.008638,76.984311,11.048638,77.024311,13-03-2022,15:10,15:25,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32
CHENRES08DEL01,34.0,4.5,13.022394,80.242439,13.092394,80.312439,06-03-2022,23:50,23:55,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
CHENRES010DEL03,22.0,4.9,13.066762,80.251865,13.096762,80.281865,30-03-2022,19:40,19:45,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37
BANGRES12DEL01,38.0,4.8,12.939496,77.625999,12.979496,77.665999,26-03-2022,16:20,16:25,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26
COIMBRES11DEL01,26.0,4.6,11.001753,76.986241,11.011753,76.996241,05-04-2022,10:40,10:45,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13
VADRES07DEL02,26.0,4.6,0.0,0.0,0.13,0.13,16-03-2022,17:15,17:30,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15
CHENRES01DEL02,33.0,4.8,13.005801,80.250744,13.055801,80.300744,19-03-2022,22:40,22:50,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16
RANCHIRES02DEL03,39.0,4.7,0.0,0.0,0.03,0.03,01-04-2022,18:10,18:25,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24
MUMRES09DEL01,39.0,4.3,18.994049,72.825203,19.004049,72.835203,03-03-2022,10:20,10:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
INDORES14DEL01,39.0,4.5,22.761593,75.886362,22.831593,75.956362,20-03-2022,17:50,0.75,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
CHENRES19DEL03,34.0,5.0,12.986047,80.218114,13.016047,80.248114,03-03-2022,19:45,0.833333333,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29
MYSRES12DEL03,39.0,4.8,12.284747,76.625861,12.374747,76.715861,12-03-2022,17:15,17:25,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Urban,22
COIMBRES04DEL01,39.0,4.0,11.024839,77.007003,11.064839,77.047003,17-03-2022,12:55,0.541666667,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35
SURRES13DEL03,34.0,4.9,21.170096,72.789122,21.230096,72.849122,03-04-2022,23:30,23:40,Sunny,Low,1,Snack,scooter,0.0,No,Urban,10
COIMBRES07DEL03,32.0,5.0,10.96185,76.971082,11.05185,77.061082,31-03-2022,0.958333333,23:15,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15
SURRES14DEL01,33.0,4.5,21.157729,72.768726,21.267729,72.878726,18-03-2022,22:50,0.958333333,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,23
RANCHIRES07DEL02,35.0,4.9,23.359407,85.325055,23.409407,85.375055,05-04-2022,0.916666667,22:15,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26
MUMRES13DEL01,34.0,5.0,19.178321,72.834715,19.218321,72.874715,26-03-2022,16:30,16:45,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26
SURRES03DEL02,36.0,4.6,21.186884,72.793616,21.316884,72.923616,29-03-2022,19:45,19:50,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36
INDORES04DEL03,35.0,4.2,22.753659,75.903365,22.843659,75.993365,02-04-2022,0.958333333,23:10,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,37
INDORES05DEL01,37.0,3.9,22.727021,75.884167,22.837021,75.994167,20-03-2022,19:50,19:55,Sandstorms,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,43
COIMBRES01DEL02,37.0,3.7,11.016298,76.972076,11.146298,77.102076,02-03-2022,19:55,0.833333333,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,41
PUNERES03DEL01,31.0,4.6,18.554382,73.798206,18.664382,73.908206,25-03-2022,18:40,18:50,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46
BANGRES20DEL02,39.0,4.4,12.972161,77.596014,13.052161,77.676014,23-03-2022,20:25,20:30,Fog,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,45
PUNERES02DEL03,32.0,3.9,18.55144,73.804855,18.64144,73.894855,18-03-2022,21:15,21:20,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36
PUNERES11DEL03,32.0,4.4,18.533811,73.899315,18.623811,73.989315,25-03-2022,21:30,21:45,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,43
COIMBRES09DEL02,33.0,4.1,11.008638,76.984311,11.088638,77.064311,27-03-2022,0.875,21:10,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,44
MYSRES13DEL03,37.0,4.4,12.310972,76.659264,12.340972,76.689264,15-03-2022,20:20,20:25,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31
COIMBRES19DEL02,35.0,4.6,11.022298,76.998349,11.072298,77.048349,17-03-2022,22:55,23:05,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21
LUDHRES11DEL01,26.0,4.6,30.893081,75.821495,30.963081,75.891495,16-02-2022,22:55,23:05,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,10
SURRES03DEL02,20.0,4.6,21.186884,72.793616,21.206884,72.813616,09-03-2022,11:40,11:50,Windy,High,0,Snack,motorcycle,1.0,No,Urban,26
MUMRES02DEL01,20.0,5.0,19.221315,72.862381,19.261315,72.902381,17-03-2022,14:50,0.625,Cloudy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,22
SURRES04DEL02,24.0,4.7,21.173493,72.801953,21.193493,72.821953,24-03-2022,10:10,10:25,Fog,Low,2,Snack,scooter,1.0,No,Urban,14
JAPRES01DEL01,30.0,5.0,26.90519,75.810753,26.94519,75.850753,28-03-2022,14:25,14:40,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33
CHENRES08DEL02,34.0,4.6,13.022394,80.242439,13.072394,80.292439,03-03-2022,0.75,18:15,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,18
RANCHIRES09DEL01,25.0,3.9,23.351058,85.325731,23.391058,85.365731,03-03-2022,14:30,14:45,Sunny,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45
VADRES010DEL02,22.0,4.9,22.310329,73.169083,22.360329,73.219083,30-03-2022,23:35,23:45,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22
SURRES05DEL03,32.0,4.5,21.175104,72.804342,21.235104,72.864342,24-03-2022,19:15,19:20,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,18
KOCRES11DEL02,25.0,4.7,10.006881,76.345397,10.056881,76.395397,13-02-2022,21:35,21:50,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,13
MUMRES15DEL02,33.0,4.7,19.176269,72.836721,19.226269,72.886721,09-03-2022,22:50,0.958333333,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,19
INDORES01DEL01,23.0,4.1,22.695207,75.866059,22.735207,75.906059,09-03-2022,14:25,14:30,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,38
VADRES010DEL03,31.0,4.1,22.310329,73.169083,22.370329,73.229083,17-03-2022,19:20,19:30,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34
VADRES15DEL01,35.0,4.9,0.0,0.0,0.11,0.11,10-03-2022,19:55,20:10,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41
BANGRES07DEL02,29.0,4.7,12.978453,77.643685,13.058453,77.723685,02-03-2022,17:20,17:25,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36
CHENRES11DEL03,27.0,4.6,13.064181,80.236442,13.094181,80.266442,11-03-2022,23:40,23:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19
MUMRES12DEL01,24.0,4.4,19.207222,72.972281,19.317222,73.082281,20-03-2022,17:55,0.75,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,39
SURRES03DEL03,25.0,4.6,21.186884,72.793616,21.246884,72.853616,03-03-2022,23:20,23:25,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15
COIMBRES01DEL02,25.0,4.6,11.016298,76.972076,11.036298,76.992076,28-03-2022,11:45,0.5,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,21
MYSRES13DEL02,38.0,4.6,12.310972,76.659264,12.360972,76.709264,01-04-2022,18:35,18:40,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29
COIMBRES010DEL02,29.0,4.4,11.003008,76.97544,11.133009,77.10544,02-03-2022,0.875,21:05,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,43
CHENRES18DEL03,34.0,4.3,12.981615,80.231598,13.041615,80.291598,11-03-2022,20:10,20:20,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31
PUNERES04DEL02,24.0,4.6,18.51421,73.838429,18.64421,73.968429,27-03-2022,21:10,21:25,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,26
JAPRES16DEL02,28.0,4.9,26.849596,75.800512,26.899596,75.850512,01-04-2022,0.958333333,23:15,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18
MUMRES18DEL01,36.0,4.8,19.1093,72.825451,19.1493,72.865451,21-03-2022,15:35,15:40,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,25
BANGRES010DEL01,36.0,4.7,12.933298,77.614293,12.943298,77.624293,05-04-2022,10:35,10:40,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16
MUMRES12DEL01,33.0,4.8,19.207222,72.972281,19.217222,72.982281,17-03-2022,10:45,10:55,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19
MYSRES19DEL02,30.0,4.5,12.334022,76.618203,12.384022,76.668203,28-03-2022,22:25,22:40,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29
INDORES14DEL02,23.0,4.9,22.761593,75.886362,22.781593,75.906362,03-04-2022,08:25,08:35,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15
HYDRES09DEL03,36.0,4.6,17.431668,78.408321,17.461668,78.438321,30-03-2022,19:35,19:40,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27
LUDHRES15DEL02,30.0,4.8,30.899584,75.809346,30.979584,75.889346,16-02-2022,17:35,17:45,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,16
GOARES03DEL02,36.0,5.0,15.574828,73.766883,15.654828,73.846883,12-02-2022,18:50,19:05,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30
ALHRES17DEL03,25.0,4.8,25.45235,81.841889,25.54235,81.931889,16-02-2022,17:35,17:45,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16
AGRRES04DEL03,26.0,5.0,27.195928,77.998092,27.285928,78.088092,12-02-2022,17:35,17:45,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,11
INDORES17DEL02,28.0,4.0,22.761226,75.887522,22.891226,76.017522,20-03-2022,20:15,20:30,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,44
COIMBRES12DEL02,32.0,5.0,11.000762,76.981876,11.020762,77.001876,30-03-2022,11:30,11:40,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,37
MUMRES07DEL03,21.0,4.9,19.091458,72.827808,19.151458,72.887808,03-04-2022,20:45,0.875,Windy,Jam,1,Meal,scooter,1.0,No,Urban,26
HYDRES16DEL03,34.0,4.0,17.440827,78.393391,17.500827,78.453391,03-03-2022,23:55,1,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,33
JAPRES07DEL03,39.0,4.8,26.766536,75.837333,26.856536,75.927333,18-03-2022,17:35,17:50,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23
RANCHIRES14DEL03,21.0,5.0,0.0,0.0,0.09,0.09,16-03-2022,18:35,18:50,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34
DEHRES05DEL01,39.0,4.6,30.346994,78.062543,30.416994,78.132543,14-02-2022,0.75,18:05,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37
BANGRES09DEL01,21.0,4.7,12.934179,77.615797,13.044179,77.725797,23-03-2022,20:30,20:40,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,21
PUNERES08DEL01,20.0,4.6,18.53408,73.89852,18.64408,74.00852,18-03-2022,17:25,17:40,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29
CHENRES11DEL02,33.0,4.3,13.064181,80.236442,13.194181,80.366442,23-03-2022,20:25,20:35,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32
SURRES04DEL03,34.0,4.8,21.173493,72.801953,21.203493,72.831953,03-03-2022,21:30,21:35,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,28
ALHRES11DEL02,37.0,4.7,0.0,0.0,0.13,0.13,12-02-2022,18:30,18:35,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27
MYSRES17DEL01,32.0,5.0,12.326356,76.619103,12.366356,76.659103,09-03-2022,12:30,12:45,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,23
RANCHIRES02DEL01,38.0,5.0,0.0,0.0,0.04,0.04,26-03-2022,15:30,15:45,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,33
MUMRES05DEL02,35.0,4.9,18.927584,72.832585,18.977584,72.882585,05-04-2022,18:45,18:55,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15
COIMBRES07DEL03,22.0,4.5,10.96185,76.971082,11.02185,77.031082,21-03-2022,21:40,21:45,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25
VADRES15DEL01,21.0,4.4,0.0,0.0,0.04,0.04,28-03-2022,12:50,13:05,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,32
KOCRES08DEL03,30.0,4.9,9.985497,76.276999,10.015497,76.306999,13-02-2022,22:30,22:45,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24
MYSRES18DEL03,24.0,4.8,12.337928,76.617889,12.397928,76.677889,13-03-2022,21:35,21:45,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27
MYSRES15DEL02,32.0,4.9,12.352058,76.60665,12.482058,76.73665,31-03-2022,18:25,18:30,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,32
KNPRES11DEL01,39.0,5.0,-26.474986,80.342796,26.584986,80.452796,12-02-2022,23:40,23:50,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
JAPRES03DEL01,39.0,4.0,26.913483,75.803139,27.023483,75.913139,06-04-2022,23:20,23:30,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,44
MUMRES09DEL01,28.0,4.7,18.994049,72.825203,19.064049,72.895203,04-03-2022,18:15,18:25,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22
COIMBRES06DEL02,31.0,4.9,11.021278,76.995017,11.041278,77.015017,28-03-2022,08:20,08:35,Stormy,Low,1,Snack,scooter,1.0,No,Urban,25
MYSRES15DEL02,28.0,4.5,12.352058,76.60665,12.402058,76.65665,01-03-2022,23:55,1,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16
CHENRES17DEL02,38.0,4.7,13.045479,80.23311,13.175479,80.36311,14-03-2022,19:35,19:50,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,44
PUNERES09DEL02,24.0,4.2,18.536562,73.896485,18.556562,73.916485,05-03-2022,11:30,11:45,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,42
VADRES18DEL03,35.0,4.2,0.0,0.0,0.06,0.06,09-03-2022,22:20,22:25,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,33
JAPRES12DEL03,33.0,4.9,26.902908,75.792934,27.042908,75.932934,20-03-2022,23:25,23:35,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,24
MYSRES14DEL03,31.0,4.0,0.0,0.0,0.06,0.06,21-03-2022,17:50,18:05,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34
GOARES14DEL01,27.0,4.9,15.157944,73.950889,15.167944,73.960889,11-02-2022,10:10,10:20,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16
INDORES15DEL01,31.0,4.8,22.760072,75.892574,22.770072,75.902574,17-03-2022,10:10,10:20,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24
PUNERES20DEL03,37.0,4.8,18.592718,73.773572,18.682718,73.863572,18-03-2022,19:50,20:05,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45
CHENRES09DEL02,20.0,4.9,13.044694,80.26147,13.174694,80.39147,27-03-2022,17:20,17:35,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,23
HYDRES15DEL01,27.0,4.9,17.45971,78.368855,17.49971,78.408855,17-03-2022,15:25,15:35,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21
BANGRES09DEL01,28.0,5.0,12.934179,77.615797,13.044179,77.725797,04-04-2022,19:30,19:35,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32
INDORES03DEL03,38.0,4.7,22.751857,75.866699,22.811857,75.926699,24-03-2022,21:35,21:45,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30
GOARES17DEL02,28.0,4.8,15.496162,73.825364,15.546162,73.875364,11-02-2022,22:10,22:15,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
GOARES02DEL03,36.0,4.8,15.585658,73.743606,15.645658,73.803606,13-02-2022,17:25,17:30,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32
COIMBRES18DEL02,35.0,4.4,11.02091,76.940432,11.04091,76.960432,21-03-2022,08:15,08:25,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26
VADRES08DEL02,30.0,4.2,0.0,0.0,0.05,0.05,13-03-2022,0.916666667,22:10,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
BANGRES16DEL02,21.0,4.5,13.029198,77.570997,13.079198,77.620997,17-03-2022,19:20,19:30,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,10
VADRES01DEL02,20.0,4.9,22.307898,73.167788,22.437898,73.297788,08-03-2022,19:10,19:25,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21
BHPRES06DEL01,35.0,4.7,23.232357,77.429989,23.302357,77.499989,12-02-2022,18:50,18:55,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,29
BANGRES15DEL01,22.0,4.9,12.975377,77.696664,13.085377,77.806664,04-03-2022,22:25,22:30,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18
CHENRES12DEL01,35.0,4.9,12.972793,80.249982,12.982793,80.259982,30-03-2022,11:50,11:55,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22
VADRES11DEL03,22.0,4.8,22.308096,73.167753,22.368096,73.227753,21-03-2022,23:25,23:30,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,19
RANCHIRES09DEL02,26.0,4.9,23.351058,85.325731,23.481058,85.455731,29-03-2022,22:55,23:05,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,11
MUMRES06DEL01,31.0,4.4,19.055831,72.833984,19.095831,72.873984,15-03-2022,14:40,14:55,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,33
CHENRES19DEL02,36.0,4.5,12.986047,80.218114,13.036047,80.268114,11-03-2022,21:10,21:15,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29
BANGRES02DEL02,30.0,4.7,12.970221,77.645396,13.100221,77.775396,02-04-2022,19:20,19:30,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42
BANGRES04DEL02,21.0,4.8,12.98041,77.640489,13.03041,77.690489,09-03-2022,17:45,17:55,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27
RANCHIRES12DEL02,38.0,5.0,0.0,0.0,0.02,0.02,05-04-2022,09:10,09:15,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,17
INDORES05DEL02,29.0,4.7,22.727021,75.884167,22.777021,75.934167,01-04-2022,18:20,18:30,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20
RANCHIRES010DEL02,39.0,4.9,23.354422,85.3329,23.374422,85.3529,24-03-2022,11:30,11:40,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,37
MUMRES05DEL03,31.0,4.7,18.927584,72.832585,19.017584,72.922585,23-03-2022,0.833333333,20:15,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,43
COIMBRES04DEL01,20.0,4.9,11.024839,77.007003,11.034839,77.017003,19-03-2022,11:55,12:10,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,17
BHPRES14DEL01,29.0,4.8,0.0,0.0,0.11,0.11,18-02-2022,20:45,20:55,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25
PUNERES16DEL03,28.0,5.0,18.536718,73.830327,18.566719,73.860327,01-03-2022,22:25,22:40,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22
GOARES17DEL01,29.0,2.8,15.496162,73.825364,15.606162,73.935364,12-02-2022,22:35,22:45,Sunny,Low,2,Meal,scooter,1.0,Yes,Metropolitian,39
INDORES15DEL02,22.0,4.6,22.760072,75.892574,22.780072,75.912574,21-03-2022,10:15,10:20,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19
MYSRES19DEL02,26.0,4.5,12.334022,76.618203,12.384022,76.668203,07-03-2022,20:30,20:35,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,21
LUDHRES010DEL03,34.0,4.6,30.89286,75.822199,31.03286,75.962199,18-02-2022,23:45,1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21
CHENRES01DEL03,39.0,4.2,13.005801,80.250744,13.095801,80.340744,14-03-2022,20:20,20:30,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,42
JAPRES07DEL01,24.0,4.3,26.766536,75.837333,26.876536,75.947333,02-03-2022,19:45,0.833333333,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,43
CHENRES20DEL02,39.0,4.5,12.975996,80.221898,12.995996,80.241898,11-03-2022,08:55,09:05,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17
AURGRES19DEL02,28.0,4.7,19.866969,75.318894,19.996969,75.448894,16-02-2022,17:50,18:05,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37
PUNERES06DEL01,29.0,5.0,18.546258,73.904337,18.556258,73.914337,21-03-2022,0.458333333,11:15,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,20
KOCRES15DEL01,22.0,4.5,10.027364,76.308258,10.037364,76.318258,17-02-2022,10:30,10:35,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16
VADRES20DEL01,23.0,4.3,22.311358,73.164798,22.421358,73.274798,12-03-2022,0.875,21:15,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36
RANCHIRES010DEL02,26.0,5.0,23.354422,85.3329,23.404422,85.3829,05-03-2022,19:25,19:35,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,23
KNPRES03DEL02,36.0,4.1,26.469003,80.316344,26.549003,80.396344,18-02-2022,18:50,0.791666667,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31
GOARES12DEL03,29.0,4.3,15.516833,73.768172,15.546833,73.798172,15-02-2022,23:35,23:40,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,19
AGRRES11DEL01,28.0,4.7,27.163303,78.057044,27.203303,78.097044,17-02-2022,15:40,15:50,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,26
INDORES17DEL03,38.0,4.8,22.761226,75.887522,22.791226,75.917522,24-03-2022,19:15,19:30,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,17
SURRES14DEL01,37.0,4.5,21.157729,72.768726,21.267729,72.878726,02-04-2022,22:25,22:30,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17
RANCHIRES01DEL03,25.0,4.7,23.416792,85.316842,23.476792,85.376842,05-03-2022,21:40,21:55,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,11
VADRES01DEL02,25.0,4.6,22.307898,73.167788,22.387898,73.247788,18-03-2022,19:50,20:05,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19
HYDRES010DEL02,36.0,4.8,17.428294,78.404423,17.478294,78.454423,30-03-2022,18:35,18:40,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,21
MYSRES06DEL01,30.0,4.4,12.323994,76.626167,12.333994,76.636167,03-04-2022,08:50,08:55,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
DEHRES02DEL01,26.0,4.7,0.0,0.0,0.04,0.04,15-02-2022,14:40,14:45,Windy,High,1,Snack,motorcycle,0.0,No,Urban,10
KNPRES02DEL03,27.0,4.7,26.471617,80.313564,26.501617,80.343564,11-02-2022,18:10,18:20,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26
INDORES02DEL02,21.0,4.7,22.651847,75.881991,22.731847,75.961991,27-03-2022,0.875,21:10,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28
JAPRES14DEL03,23.0,4.7,26.88842,75.800689,26.91842,75.830689,03-04-2022,18:55,0.791666667,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Urban,16
